Id,Brand,Model,Rank,Benchmark
1277,Intel,Core i9-10900K,1,102
1278,Intel,Xeon E3110,855,44.2
1279,AMD,A6-6400K APU,854,44.3
1280,Intel,Pentium 2117U,853,44.3
1281,Intel,Xeon E5405,852,44.4
1282,Intel,Core i5-2537M,851,44.5
1283,Intel,Core M-5Y10c,850,44.6
1284,Intel,Core m3-6Y30,849,44.6
1285,Intel,Core m5-6Y57,848,44.6
1286,Intel,Core2 Duo E8500,847,44.6
1287,Intel,Core m5-6Y54,846,44.6
1288,Intel,Celeron 1037U,845,44.7
1289,AMD,A8-5550M APU,844,44.8
1290,Intel,Core i5-3339Y,843,44.8
1291,Intel,Pentium B940,842,44.9
1292,Intel,Core M-5Y71,841,45
1293,Intel,Celeron 1000M,856,44.2
1294,Intel,Core2 Quad Q9000,857,44.1
1295,Intel,Xeon E5345,858,44.1
1296,AMD,A4-6300 APU,859,44
1297,Intel,Core i7 M 620,875,43.1
1298,Intel,Core i3-2367M,874,43.1
1299,AMD,Athlon II X2 245,873,43.2
1300,AMD,A8-3530MX APU,872,43.2
1301,Intel,Core2 Duo E8400,871,43.3
1302,AMD,Athlon II X2 250 (2013 D.Ri),870,43.3
1303,Intel,Core i5 M 580,869,43.3
1304,AMD,Athlon II X3 425,840,45
1305,AMD,Phenom II N950,868,43.4
1306,Intel,Celeron B830,866,43.4
1307,AMD,A6-5400K APU,865,43.4
1308,Intel,Core i7 M 640,864,43.5
1309,AMD,Phenom II N660,863,43.5
1310,Intel,Core m7-6Y75,862,43.5
1311,Intel,Core M-5Y51,861,43.6
1312,Intel,Core i3-2375M,860,43.9
1313,AMD,Phenom 8650 Triple-Core,867,43.4
1314,Intel,Pentium B950,839,45
1315,Intel,Pentium 3805U,838,45
1316,Intel,Core i5-8200Y,837,45.1
1317,AMD,Phenom 9550,816,45.8
1318,AMD,Athlon II X2 270,815,45.9
1319,Intel,Core M-5Y10,814,46
1320,AMD,Athlon 300U,813,46.1
1321,AMD,Athlon 64 X2 Dual Core 6400+,812,46.2
1322,Intel,Core i3-3217U,811,46.3
1323,AMD,Ryzen 3 3200U,810,46.3
1324,Intel,Core2 Quad,817,45.8
1325,Intel,Core i5-2467M,809,46.3
1326,AMD,Phenom 9650,807,46.6
1327,AMD,FX-9830P APU (2016 M.BR),806,46.6
1328,Intel,Core m3-7Y30,805,46.7
1329,Intel,Xeon X3220,804,46.7
1330,Intel,Core i3 540,803,46.7
1331,AMD,Ryzen 3 2200U,802,46.8
1332,AMD,Athlon II X3 435,801,46.8
1333,Intel,Core i3-4005U,808,46.5
1334,Intel,Core i3-4012Y,876,43.1
1335,Intel,Core M-5Y10a,818,45.7
1336,AMD,A4-6320 APU,820,45.7
1337,AMD,Athlon II X2 255,836,45.1
1338,AMD,A6-3620 APU,835,45.1
1339,Intel,Core i5-4210Y,834,45.1
1340,AMD,Athlon II X2 B24,833,45.1
1341,Intel,Core i7-7Y75,832,45.2
1342,Intel,Core2 Quad Q6600,831,45.3
1343,AMD,Athlon II X2 260,830,45.3
1344,Intel,Celeron 1005M,819,45.7
1345,Intel,Pentium 2127U,829,45.4
1346,AMD,A10-5750M APU,827,45.4
1347,AMD,A10-4600M APU,826,45.5
1348,Intel,Core2 Quad Q8200,825,45.5
1349,Intel,Core i5-4300Y,824,45.6
1350,Intel,Pentium B960,823,45.6
1351,AMD,A10-5757M APU,822,45.6
1352,Intel,Core2 Duo E8600,821,45.6
1353,Intel,Core M-5Y70,828,45.4
1354,Intel,Core2 Extreme X9100,877,43.1
1355,Intel,Celeron B820,878,43
1356,AMD,A8-3510MX APU,879,42.9
1357,Intel,Core i5 M 450,935,40.6
1358,AMD,A6-3410MX APU,934,40.6
1359,Intel,Celeron 3205U,933,40.7
1360,Intel,Celeron B800,932,40.7
1361,Intel,Pentium E6600,931,40.8
1362,Intel,Core2 6700,930,40.8
1363,AMD,Athlon 64 X2 Dual Core 5600+,929,40.8
1364,AMD,Phenom II N830,936,40.6
1365,AMD,Athlon 7750,928,40.8
1366,AMD,A8-3520M APU,926,40.9
1367,Intel,Core2 Duo T9600,925,41
1368,Intel,Core i7 L 640,924,41
1369,AMD,Athlon II X2 220,923,41
1370,Intel,Celeron 877,922,41
1371,Intel,Core2 Duo E7500,921,41
1372,Intel,Core2 Duo T9500,920,41.1
1373,Intel,Pentium 987,927,40.9
1374,Intel,Pentium G6950,919,41.2
1375,Intel,Core2 Duo P9500,937,40.5
1376,Intel,Core2 Duo E7400,939,40.4
1377,Intel,Core2 Duo T9400,955,39.8
1378,AMD,Athlon 64 X2 Dual Core 5400+,954,39.9
1379,Intel,Core i3 M 380,953,39.9
1380,AMD,A8-3500M APU,952,40
1381,AMD,Athlon II X2 215,951,40
1382,Intel,Core2 Duo P9600,950,40.1
1383,Intel,Core i3-2357M,949,40.1
1384,AMD,A12-9720P APU (2016 M.BR),938,40.4
1385,Intel,Core2 Duo E6750,948,40.1
1386,Intel,Celeron 2957U,946,40.2
1387,AMD,A10-9620P APU (2016 M.BR),945,40.2
1388,AMD,A12-9700P APU (2016 M.BR),944,40.2
1389,Intel,Celeron 1007U,943,40.3
1390,Intel,Pentium E6500,942,40.3
1391,Intel,Core i5 M 430,941,40.4
1392,Intel,Core2 Duo T9550,940,40.4
1393,Intel,Pentium E6300,947,40.2
1394,AMD,A10-7800 APU (2014 D.Ka),800,46.8
1395,Intel,Pentium Gold 4425Y,918,41.3
1396,AMD,Phenom 8450 Triple-Core,916,41.4
1397,AMD,A8-4500M APU,895,42.3
1398,Intel,Core2 Duo T9900,894,42.4
1399,AMD,A6-7470K APU (2014 D.Ka),893,42.4
1400,AMD,Athlon 64 X2 Dual Core 6000+,892,42.4
1401,Intel,Celeron 1017U,891,42.4
1402,AMD,A4-5300 APU,890,42.4
1403,AMD,A6-3500 APU,889,42.6
1404,AMD,Phenom II N930,896,42.3
1405,Intel,Core i5 M 560,888,42.6
1406,AMD,Athlon X2 240,886,42.7
1407,Intel,Core i3-2365M,885,42.7
1408,Intel,Core i5-4202Y,884,42.7
1409,AMD,Phenom 9150e,883,42.7
1410,Intel,Pentium E6800,882,42.9
1411,AMD,Athlon II X2 240,881,42.9
1412,Intel,Core2 Duo E8300,880,42.9
1413,Intel,Celeron B815,887,42.6
1414,Intel,Core i5 M 460,917,41.4
1415,AMD,Athlon 7850,897,42.3
1416,AMD,Phenom II N850,899,42.1
1417,AMD,A4-4000 APU,915,41.4
1418,Intel,Pentium Silver J5005,914,41.5
1419,AMD,FX-9800P APU (2016 M.BR),913,41.6
1420,Intel,Core2 Duo E6850,912,41.6
1421,Intel,Pentium E6700,911,41.6
1422,Intel,Core i5 M 520,910,41.6
1423,Intel,Core2 X6800,909,41.7
1424,Intel,Core2 Duo T9800,898,42.3
1425,Intel,Core2 Duo P9700,908,41.8
1426,Intel,Core i5 M 540,906,41.9
1427,Intel,Core i5 M 480,905,42
1428,AMD,FX-7600P APU (2014 M.Ka),904,42
1429,Intel,Celeron 887,903,42
1430,Intel,Core2 Duo E8200,902,42.1
1431,Intel,Xeon E5335,901,42.1
1432,Intel,Core i3 M 390,900,42.1
1433,Intel,Core2 Duo E7600,907,41.9
1434,Intel,Core i3-3227U,799,46.8
1435,Intel,Core i3 530,798,46.9
1436,AMD,Phenom II X2 545,797,47
1437,Intel,Core i5-4200U,696,51.2
1438,Intel,Core i7-4550U,695,51.2
1439,Intel,Celeron G1820,694,51.2
1440,AMD,Athlon II X4 860K,693,51.3
1441,Intel,Celeron G1620,692,51.3
1442,Intel,Celeron G1840,691,51.3
1443,Intel,Xeon E5430,690,51.3
1444,AMD,A8-5500 APU,697,51.2
1445,Intel,Xeon E7- 4870,689,51.4
1446,Intel,Core i7-2677M,687,51.4
1447,Intel,Core i5-2415M,686,51.5
1448,Intel,Core i7-2637M,685,51.5
1449,Intel,Core i5-2410M,684,51.5
1450,Intel,Pentium G2010,683,51.6
1451,Intel,Pentium G2020,682,51.7
1452,Intel,Core i5-4300U,681,51.7
1453,Intel,Core i5-3337U,688,51.4
1454,Intel,Xeon E5440,680,51.7
1455,AMD,Phenom II X3 720,698,51.1
1456,AMD,A12-9800 APU (2016 M.BR),700,51
1457,Intel,Xeon E5-2603 0,716,50.4
1458,Intel,Core i5-3317U,715,50.5
1459,Intel,Core i3-7020U,714,50.5
1460,AMD,Phenom 9950,713,50.6
1461,AMD,A10-7700K APU (2014 D.Ka),712,50.6
1462,Intel,Xeon W3505,711,50.7
1463,AMD,Athlon II X4 640,710,50.8
1464,Intel,Core2 Quad Q9505,699,51.1
1465,Intel,Xeon E5462,709,50.8
1466,AMD,Athlon II X4 631,707,50.8
1467,AMD,A6-3670 APU,706,50.8
1468,AMD,Athlon II X4 635,705,50.8
1469,Intel,Core i5-5200U,704,50.9
1470,Intel,Pentium 5405U,703,50.9
1471,Intel,Core i5-5250U,702,50.9
1472,Intel,Core i5-3437U,701,50.9
1473,AMD,A8-7500 APU (2014 M.Ka),708,50.8
1474,Intel,Core i5 K 655,717,50.4
1475,AMD,A8-3850 APU,679,51.7
1476,AMD,Phenom II X4 840,677,51.8
1477,Intel,Pentium G850,656,52.4
1478,Intel,Xeon E5504,655,52.4
1479,AMD,Athlon X4 880K,654,52.5
1480,AMD,Athlon II X4 740K,653,52.5
1481,Intel,Core i7-4650U,652,52.6
1482,AMD,Athlon II X4 645,651,52.6
1483,AMD,A10-7870K APU (2014 D.Ka),650,52.7
1484,Intel,Core i5-2450M,657,52.4
1485,AMD,A10-5700 APU (2012 D.Tr),649,52.7
1486,Intel,Core i3-4000M,647,52.8
1487,Intel,Core2 Quad Q9550,646,52.8
1488,Intel,Core i7 Q 820,645,52.9
1489,Intel,Core i3-3120M,644,52.9
1490,AMD,A10-7890K APU (2014 D.Ka),643,52.9
1491,Intel,Pentium G840,642,52.9
1492,AMD,Ryzen 7 3700U,641,52.9
1493,Intel,Pentium G3220,648,52.7
1494,Intel,Core i7-3667U,678,51.7
1495,AMD,A8-7670K APU (2014 D.Ka),658,52.4
1496,Intel,Core i3-3110M,660,52.4
1497,Intel,Pentium G645,676,51.8
1498,Intel,Core i5-4210U,675,51.8
1499,Intel,Core i5 680,674,51.8
1500,Intel,Celeron G3930,673,51.9
1501,AMD,A8-3870 APU,672,51.9
1502,AMD,A10-7850K APU (2014 D.Ka),671,52
1503,Intel,Pentium G2030,670,52.1
1504,AMD,Athlon II X4 870K,659,52.4
1505,Intel,Core i7-3517U,669,52.1
1506,Intel,Core i5-4250U,667,52.2
1507,AMD,Athlon II X4 641,666,52.2
1508,Intel,Celeron G3900,665,52.2
1509,Intel,Core2 Quad Q9450,664,52.2
1510,Intel,Core i5-2430M,663,52.3
1511,Intel,Core i3-6100U,662,52.3
1512,AMD,Ryzen 3 2300U,661,52.3
1513,Intel,Core i5-5300U,668,52.1
1514,Intel,Pentium Gold 4415Y,956,39.8
1515,Intel,Pentium 4415U,718,50.4
1516,AMD,Athlon X4 845,720,50.3
1517,AMD,Phenom 9750,776,47.9
1518,Intel,Core2 Quad Q8400,775,48
1519,AMD,Phenom II X2 550,774,48
1520,Intel,Pentium G620,773,48
1521,AMD,Athlon II X3 450,772,48
1522,AMD,Phenom II X2 555,771,48
1523,AMD,Athlon II X4 620,770,48.1
1524,AMD,A12-9730P APU (2016 M.BR),777,47.9
1525,Intel,Xeon E5420,769,48.2
1526,Intel,Celeron G540,767,48.2
1527,Intel,Core i5 650,766,48.2
1528,AMD,A10-6700T APU (2013 D.Ri),765,48.3
1529,Intel,Pentium 2020M,764,48.3
1530,AMD,A10-7860K APU (2014 D.Ka),763,48.4
1531,AMD,A8-7600 APU (2014 D.Ka),762,48.5
1532,Intel,Core i3-2330M,761,48.5
1533,Intel,Core i3 550,768,48.2
1534,Intel,Core i3-4030U,760,48.6
1535,Intel,Core i3-5015U,778,47.9
1536,Intel,Core2 Quad Q9300,780,47.9
1537,Intel,Pentium B970,796,47
1538,AMD,A8-9600 APU (2016 D.BR),795,47
1539,Intel,Core i3-4010U,794,47
1540,Intel,Core2 Quad Q8300,793,47.1
1541,AMD,Athlon II X3 440,792,47.2
1542,AMD,A10-9630P APU (2016 M.BR),791,47.2
1543,Intel,Core m3-7Y32,790,47.2
1544,Intel,Core2 Quad Q6700,779,47.9
1545,AMD,Athlon II X3 445,789,47.3
1546,Intel,Pentium B980,787,47.5
1547,Intel,Xeon E5-2660 v2,786,47.6
1548,AMD,Athlon II X2 265,785,47.6
1549,AMD,A8-3800 APU,784,47.6
1550,Intel,Core i5-7Y54,783,47.7
1551,AMD,A12-9800E APU (2016 M.BR),782,47.7
1552,Intel,Celeron G530,781,47.7
1553,Intel,Core i5-8210Y,788,47.4
1554,Intel,Core2 Quad Q9500,719,50.4
1555,Intel,Celeron G550,759,48.8
1556,Intel,Core i3-2310M,757,48.8
1557,Intel,Core i7-8500Y,736,49.8
1558,AMD,Phenom II X3 710,735,49.8
1559,Intel,Xeon W3503,734,49.8
1560,Intel,Core i3-5010U,733,49.9
1561,Intel,Core i3-2348M,732,49.9
1562,Intel,Pentium 4417U,731,49.9
1563,AMD,Phenom 9850,730,50
1564,Intel,Core i5-2557M,737,49.7
1565,Intel,Xeon L5420,729,50.1
1566,Intel,Core i5-3427U,727,50.1
1567,AMD,Phenom II X2 565,726,50.1
1568,AMD,Athlon II X3 460,725,50.2
1569,Intel,Core2 Extreme Q6850,724,50.2
1570,Intel,Core i7-3689Y,723,50.2
1571,Intel,Core i5 661,722,50.3
1572,Intel,Core i3-2370M,721,50.3
1573,Intel,Pentium 3550M,728,50.1
1574,Intel,Core i3-6006U,758,48.8
1575,Intel,Core2 Extreme Q9300,738,49.6
1576,Intel,Core m3-8100Y,740,49.4
1577,AMD,A10-9700 APU (2016 M.BR),756,48.8
1578,AMD,FX-770K (2014 D.Ka),755,49
1579,Intel,Core i3-2328M,754,49
1580,Intel,Core i3-5005U,753,49
1581,Intel,Pentium G630,752,49
1582,AMD,A8-7650K APU (2014 D.Ka),751,49.1
1583,AMD,Phenom II X2 560,750,49.2
1584,AMD,A6-3650 APU,739,49.5
1585,AMD,Athlon II X3 455,749,49.2
1586,Intel,Core2 Quad Q9400,747,49.2
1587,AMD,A10-9700E APU (2016 D.BR),746,49.3
1588,Intel,Core i5 660,745,49.3
1589,Intel,Pentium 4405U,744,49.4
1590,Intel,Pentium G640,743,49.4
1591,AMD,Athlon II X4 630,742,49.4
1592,Intel,Celeron G1610,741,49.4
1593,Intel,Core i3-2350M,748,49.2
1594,Intel,Core i7 Q 720,640,53
1595,Intel,Core i3 M 370,957,39.7
1596,AMD,A8-7200P APU (2014 M.Ka),959,39.6
1597,Intel,Core i5 U 470,1174,30.8
1598,Intel,Core Duo T2350,1173,30.8
1599,Intel,Core2 T5300,1172,30.9
1600,AMD,Turion 64 X2 Mobile Technology TL-52,1171,30.9
1601,Intel,Celeron E1400,1170,30.9
1602,Intel,T2250,1169,31
1603,Intel,U2300,1168,31
1604,Intel,Core i3 U 380,1167,31
1605,Intel,Celeron E1500,1166,31.1
1606,Intel,Celeron N2830,1165,31.2
1607,Intel,Core2 Duo L7100,1164,31.3
1608,Intel,Celeron N3450,1163,31.3
1609,AMD,Turion 64 X2 Mobile Technology TL-56,1162,31.3
1610,AMD,A6-9200 APU (2016 M.SR),1161,31.4
1611,AMD,E2-7110 APU (2015 M.Ca),1160,31.4
1612,Intel,Pentium Dual T2370,1175,30.8
1613,AMD,Turion X2 Dual-Core Mobile RM-70,1176,30.8
1614,AMD,Turion II Neo N40L,1177,30.8
1615,Intel,Celeron N4020,1178,30.5
1616,AMD,Sempron 3400+,1194,29.6
1617,Intel,Atom x7-Z8700,1193,30
1618,AMD,E2-9000 APU (2016 M.SR),1192,30.1
1619,AMD,Athlon X2 Dual-Core QL-65,1191,30.1
1620,Intel,Pentium Dual T2310,1190,30.1
1621,AMD,E2-9010 APU (2016 M.SR),1189,30.1
1622,Intel,Core i3 U 330,1188,30.2
1623,Intel,Pentium D 3.00GHz,1159,31.4
1624,Intel,Celeron N3160,1187,30.2
1625,Intel,575,1185,30.3
1626,Intel,Pentium Dual T2390,1184,30.3
1627,Intel,Core2 T5200,1183,30.3
1628,Intel,Pentium D 2.80GHz,1182,30.3
1629,Intel,Celeron J4005,1181,30.3
1630,Intel,Pentium 4 3.20GHz,1180,30.4
1631,Intel,U4100,1179,30.5
1632,Intel,Pentium Dual T2330,1186,30.2
1633,Intel,Celeron 900,1158,31.4
1634,Intel,Atom Z3740,1157,31.5
1635,AMD,A9-9425 APU (2016 M.SR),1156,31.5
1636,Intel,Core2 Duo T5450,1135,32.5
1637,Intel,Atom Z3770,1134,32.6
1638,AMD,A6-9220 APU (2016 M.SR),1133,32.6
1639,Intel,Core2 T5600,1132,32.6
1640,AMD,Turion 64 X2 Mobile Technology TL-58,1131,32.6
1641,AMD,A6-9210 APU (2016 M.SR),1130,32.6
1642,AMD,Athlon II M300,1129,32.7
1643,Intel,T2300,1136,32.5
1644,Intel,T2400,1128,32.8
